0|0|Á
0|1|ƌ
0|2|È
500|0|Ï
500|1|Ó
1000|0|º
1500|0|Ô
2000|0|º
2500|0|Ï
2500|1|Ó
3000|0|☺
3000|1|z
3500|0|º
4000|0|Ô
4500|0|Ƌ
5000|0|Ô
5000|1|♢
5500|0|ƌ
5500|1|º
6000|0|Ï
6000|1|Ó
6000|2|Ə
6500|0|º
7000|0|Ô
7500|0|×
8000|0|Ô
8500|0|º
9000|0|Ï
9000|1|Ó
9500|0|♥
10000|0|¼
10500|0|Õ
11000|0|¼
11500|0|ƍ
11500|1|♥
12000|0|☺
12000|1|ƌ
12000|2|z
12500|0|º
13000|0|Ô
13500|0|Ƌ
14000|0|Ô
14500|0|º
15000|0|☺
15000|1|z
15500|0|º
16000|0|Ô
16500|0|Ƌ
17000|0|Ô
17500|0|º
18000|0|ƍ
18000|1|Í
18000|2|Ñ
18500|0|☺
19000|0|¼
19500|0|Õ
20000|0|¼
20500|0|☺
20500|1|Ə
20500|2|z
21000|0|ƍ
21500|0|Ï
21500|1|ƌ
21500|2|Ó
22000|0|¼
22500|0|♢
22500|1|Õ
23000|0|Ƌ
23500|0|Õ
24000|0|¼
24000|1|♢
24500|0|Á
24500|1|ƌ
24500|2|È
25000|0|Ï
25000|1|Ó
25500|0|º
26000|0|Ô
26500|0|º
27000|0|Ï
27000|1|Ó
27500|0|Á
27500|1|È
28000|0|Ï
28000|1|Ó
28500|0|º
29000|0|Ô
29000|1|Ə
29500|0|º
30000|0|Ï
30000|1|Ó
30500|0|Á
30500|1|È
30500|2|Ə
31500|0|º
32000|0|Ô
32500|0|º
33000|0|ƍ
33500|0|ƌ
34000|0|Á
34000|1|♢
34000|2|È
34500|0|☺
34500|1|z
35000|0|Ƌ
35000|1|º
35500|0|Ô
35500|1|Ə
36000|0|º
36500|0|Ɛ
36500|1|☺
36500|2|z
37000|0|♥
37000|1|Ə
37500|0|Ö
38000|0|Ƌ
38500|0|ƌ
39000|0|Ƌ
39500|0|Ö
40000|0|Ǝ
40000|1|♥
40500|0|Ö
41000|0|Ƌ
41500|0|ƌ
42000|0|Ƌ
42500|0|♢
42500|1|Ö
43000|0|ƍ
43000|1|♥
43500|0|Õ
44500|0|♢
45500|0|ƌ
45500|1|Õ
46000|0|♥
46000|1|♢
46500|0|ƍ
46500|1|Õ
47500|0|♢
47500|1|⛛
48000|0|ƍ
48500|0|♢
48500|1|Õ
49000|0|☺
49000|1|ƌ
49000|2|z
49500|0|º
50000|0|Ô
50500|0|Ƌ
51000|0|Ô
51500|0|º
52000|0|☺
52000|1|z
52500|0|º
53000|0|Ô
53500|0|Ƌ
53500|1|Ə
54000|0|Ô
54500|0|ƍ
54500|1|º
55000|0|ƍ
55000|1|♥
55500|0|¼
56000|0|×
56500|0|♢
57000|0|×
57500|0|¼
57500|1|♢
58000|0|Ð
58000|1|Ì
58000|2|Ƌ
58500|0|☺
58500|1|♤
58500|2|z
59000|0|»
59000|1|Ə
59500|0|Ô
59500|1|Ƒ
60000|0|»
60000|1|Ə
60500|0|☺
60500|1|♤
60500|2|z
61000|0|ƍ
61000|1|Ê
61000|2|Ã
61500|0|♥
62000|0|¼
62500|0|×
63000|0|¼
63500|0|♥
64000|0|Ê
64000|1|Ã
64000|2|Ö
64500|0|Ƌ
64500|1|º
65000|0|¼
65000|1|♢
65500|0|Ô
65500|1|ƌ
66000|0|ƌ
66500|0|¼
66500|1|♢
67000|0|Ƌ
67000|1|º
67500|0|♥
67500|1|×
